"name_tbl","name_fld","format_4_01","format_4_07","is_active_format_4_07"
s_local_company_tax_authority_registration_info,rec_src,,EGRUL,true
s_local_company_address_info,svadresul_adresrf_grndata_grn,,Файл^Документ^СвЮЛ^СвАдресЮЛ^АдресРФ^ГРНДата^@ГРН,true
s_local_company_address_info,local_company_pk,,hash_func,true
s_local_company_address_info,load_dtm,,now_f,true
s_local_company_address_info,rec_src,,EGRUL,true
s_local_company_address_info,ogrn,,ogrn,true
s_local_company_address_fias_info,svadresul_adresfias_gorodselposel_vidcod,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^ГородСелПоселен^@ВидКод,true
s_local_company_address_info,svadresul_svresizmmn_gorod_naimgorod,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@НаимГород,true
s_local_company_address_info,svadresul_svresizmmn_gorod_tipgorod,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@ТипГород,true
s_local_company_address_fias_info,svadresul_svresizmmn_grndata_grn,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@ГРН,true
s_local_company_address_info,svadresul_svresizmmn_naselpunkt_naimnaselpunkt,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН@НаимНаселПункт,true
s_local_company_address_fias_info,svadresul_adresfias_rajon_naimrajon,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^МуниципРайон^@Наим,true
s_local_company_address_info,svadresul_svresizmmn_rajon_tiprajon,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@ТипРайон,true
s_local_company_address_fias_info,svadresul_adresfias_kodregion,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^Регион,true
s_local_company_address_info,svadresul_svnedadresul_ressudnedadr_naimsuda,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвНедАдресЮЛ@^РешСудНедАдр^@НаимСуда,true
s_local_company_address_fias_info,svadresul_svnedadresul_grndata_grn,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвНедАдресЮЛ^ГРНДата^@ГРН,true
s_local_company_address_info,svadresul_svresizmmn_rajon_naimrajon,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@НаимРайон,true
s_local_company_address_info,svadresul_svresizmmn_naselpunkt_tipnaselpunkt,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@ТипНаселПункт,true
s_local_company_address_fias_info,svadresul_adresfias_gorodselposel_naimgorod,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^ГородСелПоселен^@Наим,true
s_local_company_address_info,svadresul_svresizmmn_region_naimregion,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@НаимРегион,true
s_local_company_address_info,svadresul_svresizmmn_grndata_valid_from,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@ДатаЗаписи,true
s_local_company_address_fias_info,svadresul_adresfias_grndata_valid_from,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^ГРНДата^@ДатаЗаписи,true
s_local_company_address_info,svadresul_svnedadresul_ressudnedadr_nomer,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвНедАдресЮЛ^РешСудНедАдр^@Номер,true
s_local_company_address_info,svadresul_adresrf_region_naimregion,,Файл^Документ^СвЮЛ^СвАдресЮЛ^АдресРФ^Регион^@НаимРегион,true
s_local_company_address_fias_info,svadresul_adresfias_rajon_vidkod,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^МуниципРайон^@ВидКод,true
s_local_company_address_fias_info,svadresul_svnedadresul_tekstnedadresul,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвНедАдресЮЛ^@ТекстНедАдресЮЛ,true
s_local_company_address_info,svadresul_svresizmmn_tekstresizmmn,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@ТекстРешИзмМН,true
