"name_tbl","name_fld","format_4_05","format_4_06","is_active_format_4_06"
s_individual_entrepreneur_okveds_info,svokved_svokvedosn_prversokved,,Файл^Документ^СвИП^СвОКВЭД^СвОКВЭДОсн^@ПрВерсОКВЭД,true
s_individual_entrepreneur_egrip_history,svzapegrip_svedpreddok_datadok,,Файл^Документ^СвИП^СвЗапЕГРИП^СведПредДок^ДатаДок,true
s_individual_entrepreneur_egrip_history,svzapegrip_svedpreddok_naimdok,,Файл^Документ^СвИП^СвЗапЕГРИП^СведПредДок^НаимДок,true
s_individual_entrepreneur_egrip_history,svzapegrip_svedpreddok_nomdok,,Файл^Документ^СвИП^СвЗапЕГРИП^СведПредДок^НомДок,true
s_individual_entrepreneur_okveds_info,svokved_svokveddop_naimokved,,Файл^Документ^СвИП^СвОКВЭД^СвОКВЭДДоп^@НаимОКВЭД,true
s_individual_entrepreneur_okveds_info,svokved_svokvedosn_grnipdata_valid_from,,Файл^Документ^СвИП^СвОКВЭД^СвОКВЭДОсн^ГРНИПДата^@ДатаЗаписи,true
s_individual_entrepreneur_is_liquidated_info,ogrnip,,Файл^Документ^СвИП^@ОГРНИП,true
s_individual_entrepreneur_is_liquidated_info,individual_entrepreneur_pk,,hash_func,true
s_individual_entrepreneur_is_liquidated_info,load_dtm,,now_f,true
s_individual_entrepreneur_is_liquidated_info,rec_src,,EGRIP,true
s_individual_entrepreneur_is_liquidated_info,statement_dt,,statement_dt,true
s_individual_entrepreneur_state_info,ogrnip,,Файл^Документ^СвИП^@ОГРНИП,true
s_individual_entrepreneur_state_info,individual_entrepreneur_pk,,hash_func,true
s_individual_entrepreneur_state_info,load_dtm,,now_f,true
s_individual_entrepreneur_state_info,rec_src,,EGRIP,true
s_individual_entrepreneur_state_info,statement_dt,,statement_dt,true
s_individual_entrepreneur_registration_info,ogrnip,,Файл^Документ^СвИП^@ОГРНИП,true
s_individual_entrepreneur_registration_info,individual_entrepreneur_pk,,hash_func,true
s_individual_entrepreneur_registration_info,load_dtm,,now_f,true
s_individual_entrepreneur_registration_info,rec_src,,EGRIP,true
s_individual_entrepreneur_registration_info,statement_dt,,statement_dt,true
s_individual_entrepreneur_registration_info,svregip_svkfh_grnipdata_valid_from,,Файл^Документ^СвИП^СвРегИП^СвКФХ^ГРНИПДата^@ДатаЗаписи,true
s_individual_entrepreneur_registrator_info,ogrnip,,Файл^Документ^СвИП^@ОГРНИП,true
s_individual_entrepreneur_registrator_info,individual_entrepreneur_pk,,hash_func,true
s_individual_entrepreneur_registrator_info,load_dtm,,now_f,true
s_individual_entrepreneur_registrator_info,rec_src,,EGRIP,true
s_individual_entrepreneur_registrator_info,statement_dt,,statement_dt,true
s_individual_entrepreneur_pension_fund_info,ogrnip,,Файл^Документ^СвИП^@ОГРНИП,true
s_individual_entrepreneur_pension_fund_info,individual_entrepreneur_pk,,hash_func,true
s_individual_entrepreneur_pension_fund_info,load_dtm,,now_f,true
s_individual_entrepreneur_pension_fund_info,rec_src,,EGRIP,true
s_individual_entrepreneur_pension_fund_info,statement_dt,,statement_dt,true
s_individual_entrepreneur_social_insurance_fund_info,ogrnip,,Файл^Документ^СвИП^@ОГРНИП,true
s_individual_entrepreneur_social_insurance_fund_info,individual_entrepreneur_pk,,hash_func,true
s_individual_entrepreneur_social_insurance_fund_info,load_dtm,,now_f,true
s_individual_entrepreneur_social_insurance_fund_info,rec_src,,EGRIP,true
s_individual_entrepreneur_social_insurance_fund_info,statement_dt,,statement_dt,true
s_individual_entrepreneur_social_insurance_fund_info,svregfss_grnipdata_valid_from,,Файл^Документ^СвИП^СвРегФСС^ГРНИПДата^@ДатаЗаписи,true
s_individual_entrepreneur_social_insurance_fund_info,svregfss_svorgfss__kodfss,,Файл^Документ^СвИП^СвРегФСС^СвОргФСС^@КодФСС,true
s_individual_entrepreneur_individual_info,ogrnip,,Файл^Документ^СвИП^@ОГРНИП,true
s_individual_entrepreneur_individual_info,individual_entrepreneur_pk,,hash_func,true
s_individual_entrepreneur_individual_info,load_dtm,,now_f,true
s_individual_entrepreneur_individual_info,rec_src,,EGRIP,true
s_individual_entrepreneur_individual_info,statement_dt,,statement_dt,true
s_individual_entrepreneur_registration_info,svregip_svkfh_grnipdata_grnip,,Файл^Документ^СвИП^СвРегИП^СвКФХ^ГРНИПДата^@ГРНИП,true
s_individual_entrepreneur_main_info,individual_entrepreneur_pk,,hash_func,true
s_individual_entrepreneur_individual_info,svfl_fiolat_otcestvo,,Файл^Документ^СвИП^СвФЛ^ФИОЛат^@Отчество,true
s_individual_entrepreneur_individual_info,svfl_fiolat_familia,,Файл^Документ^СвИП^СвФЛ^ФИОЛат^@Фамилия,true
s_individual_entrepreneur_pension_fund_info,svregpf_svorgpf_naimpf,,Файл^Документ^СвИП^СвРегПФ^СвОргПФ^@НаимПФ,true
s_individual_entrepreneur_pension_fund_info,svregpf_svorgpf_kodpf,,Файл^Документ^СвИП^СвРегПФ^СвОргПФ^@КодПФ,true
s_individual_entrepreneur_registration_info,svregip_datareg,,Файл^Документ^СвИП^СвРегИП^@ДатаРег,true
s_individual_entrepreneur_registration_info,svregip_naimro,,Файл^Документ^СвИП^СвРегИП^@НаимРО,true
s_individual_entrepreneur_registration_info,svregip_regnom,,Файл^Документ^СвИП^СвРегИП^@РегНом,true
s_individual_entrepreneur_social_insurance_fund_info,svregfss_svorgfss_naimfss,,Файл^Документ^СвИП^СвРегФСС^СвОргФСС^@НаимФСС,true
s_individual_entrepreneur_individual_info,svfl_fiolat_ima,,Файл^Документ^СвИП^СвФЛ^ФИОЛат^@Имя,true
s_individual_entrepreneur_registration_info,svregip_ogrnip,,Файл^Документ^СвИП^СвРегИП^@ОГРНИП,true
s_individual_entrepreneur_registration_info,svregip_svkfh_inn,,Файл^Документ^СвИП^СвРегИП^СвКФХ^@ИНН,true
s_individual_entrepreneur_registration_info,svregip_svkfh_naimulpoln,,Файл^Документ^СвИП^СвРегИП^СвКФХ^@НаимЮЛПолн,true
s_individual_entrepreneur_registration_info,svregip_svkfh_ogrn,,Файл^Документ^СвИП^СвРегИП^СвКФХ^@ОГРН,true
s_individual_entrepreneur_tax_authority_registration_info,individual_entrepreneur_pk,,hash_func,true
s_individual_entrepreneur_tax_authority_registration_info,load_dtm,,now_f,true
s_individual_entrepreneur_tax_authority_registration_info,ogrnip,,Файл^Документ^СвИП^@ОГРНИП,true
s_individual_entrepreneur_tax_authority_registration_info,rec_src,,EGRIP,true
s_individual_entrepreneur_tax_authority_registration_info,statement_dt,,statement_dt,true
s_individual_entrepreneur_tax_authority_registration_info,svucetno_svno_kodno,,Файл^Документ^СвИП^СвУчетНО^СвНО^@КодНО,true
s_individual_entrepreneur_individual_info,svfl_fiorus_familia,,Файл^Документ^СвИП^СвФЛ^ФИОРус^@Фамилия,true
s_individual_entrepreneur_registration_info,hash_diff,,hash_func,true
s_individual_entrepreneur_registrator_info,hash_diff,,hash_func,true
s_individual_entrepreneur_state_info,hash_diff,,hash_func,true
s_individual_entrepreneur_pension_fund_info,hash_diff,,hash_func,true
s_individual_entrepreneur_social_insurance_fund_info,hash_diff,,hash_func,true
s_individual_entrepreneur_tax_authority_registration_info,hash_diff,,hash_func,true
s_individual_entrepreneur_tax_authority_registration_info,svucetno_svno_naimno,,Файл^Документ^СвИП^СвУчетНО^СвНО^@НаимНО,true
s_individual_entrepreneur_individual_info,svfl_fiorus_ima,,Файл^Документ^СвИП^СвФЛ^ФИОРус^@Имя,true
s_individual_entrepreneur_individual_info,svfl_fiorus_otcestvo,,Файл^Документ^СвИП^СвФЛ^ФИОРус^@Отчество,true
s_individual_entrepreneur_individual_info,hash_diff,,hash_func,true
s_individual_entrepreneur_address_info,svadrmj_adresrf_rajon_naimrajon,,Файл^Документ^СвИП^СвАдрМЖ^АдресРФ^Район^@НаимРайон,true
s_individual_entrepreneur_address_info,svadrmj_adresrf_rajon_tiprajon,,Файл^Документ^СвИП^СвАдрМЖ^АдресРФ^Район^@ТипРайон,true
s_individual_entrepreneur_address_info,svadrmj_adresrf_region_naimregion,,Файл^Документ^СвИП^СвАдрМЖ^АдресРФ^Регион^@НаимРегион,true
s_individual_entrepreneur_address_info,svadrmj_adresrf_region_tipregion,,Файл^Документ^СвИП^СвАдрМЖ^АдресРФ^Регион^@ТипРегион,true
s_individual_entrepreneur_address_fias_info,ogrnip,,Файл^Документ^СвИП^@ОГРНИП,true
s_individual_entrepreneur_address_fias_info,individual_entrepreneur_pk,,hash_func,true
s_individual_entrepreneur_address_fias_info,load_dtm,,now_f,true
s_individual_entrepreneur_address_fias_info,rec_src,,EGRIP,true
s_individual_entrepreneur_address_fias_info,statement_dt,,statement_dt,true
s_individual_entrepreneur_address_fias_info,svadrmj_adresmjfias_gorodselposel_vidcod,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^ГородСелПоселен^@ВидКод,true
s_individual_entrepreneur_address_fias_info,svadrmj_adresmjfias_naselpunkt_naimnaselpunkt,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^НаселенПункт^@Наим,true
s_individual_entrepreneur_address_fias_info,svadrmj_adresmjfias_naselpunkt_vid,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^НаселенПункт^@Вид,true
s_individual_entrepreneur_address_fias_info,svadrmj_adresmjfias_naimelplanstruct,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^ЭлПланСтруктур^@Наим,true
s_individual_entrepreneur_address_fias_info,vadrmj_adresmjfias_tipelplanstruct,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^ЭлПланСтруктур^@Тип,true
s_individual_entrepreneur_address_fias_info,svadrmj_adresmjfias_tipuldorset,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^ЭлУлДорСети^@Тип,true
s_individual_entrepreneur_address_fias_info,svadrmj_adresmjfias_naimuldorset,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^ЭлУлДорСети^@Наим,true
s_individual_entrepreneur_address_fias_info,svadrmj_adresmjfias_zdanienomer,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^Здание^@Номер,true
s_individual_entrepreneur_address_fias_info,svadrmj_adresmjfias_zdanietip,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^Здание^@Тип,true
s_individual_entrepreneur_address_fias_info,svadrmj_adresmjfias_nomerpomzdanie,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^ПомещЗдания^@Номер,true
s_individual_entrepreneur_main_info,innfl,,Файл^Документ^СвИП^@ИННФЛ,true
s_individual_entrepreneur_main_info,vid_ip_code,,Файл^Документ^СвИП^@КодВидИП,true
s_individual_entrepreneur_main_info,load_dtm,,now_f,true
s_individual_entrepreneur_main_info,rec_src,,EGRIP,true
s_individual_entrepreneur_main_info,statement_dt,,statement_dt,true
s_individual_entrepreneur_main_info,hash_diff,,hash_func,true
s_individual_entrepreneur_address_fias_info,svadrmj_adresmjfias_tippomzdanie,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^ПомещЗдания^@Тип,true
s_individual_entrepreneur_address_fias_info,svadrmj_adresmjfias_tippomkvart,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^ПомещКвартиры^@Тип,true
s_individual_entrepreneur_address_fias_info,svadrmj_adresmjfias_nomerpomkvart,,Файл^Документ^СвИП^СвАдрМЖ^АдрМЖФИАС^ПомещКвартиры^@Номер,true
s_individual_entrepreneur_address_fias_info,svadrmj_grnipdata_valid_from,,Файл^Документ^СвИП^СвАдрМЖ^ГРНИПДата^@ДатаЗаписи,true
s_individual_entrepreneur_address_fias_info,svadrmj_grnipdata_grnip,,Файл^Документ^СвИП^СвАдрМЖ^ГРНИПДата^@ГРНИП,true
